43,-78,87,50
43,71,-98,92
50,12,65,40
-81,43,-20,86
-58,-46,55,19
31,-6,88,41
63,61,-76,98
62,34,-91,-13
-81,29,-28,-26
71,-23,21,81
-91,-39,1,64
-1,1,-92,72
-7,-28,-99,-49
9,92,-9,77
67,-16,-92,65
69,-94,72,88
-28,74,78,-62
-98,32,-34,-40
-7,66,-29,-13
-42,-97,49,92
54,64,14,21
-8,84,-20,-15
-50,48,-55,81
-3,-32,47,36
70,15,94,31
20,43,35,-78
-15,9,-41,61
34,50,68,-36
-46,-20,73,-20
-86,15,24,-74
-71,19,45,-99
-6,-53,-25,79
98,-50,-79,70
90,-80,-59,-2
43,31,23,-81
31,-12,37,-88
-37,77,-98,-56
-81,-80,37,-84
83,-25,7,20
99,-78,-95,-63
-25,-22,-72,-93
16,-46,22,63
-2,-6,-89,-47
-16,87,9,-2
-60,-70,-81,34
12,-89,-14,31
86,33,-66,65
-13,9,84,76
-51,88,46,-16
86,-74,-38,11
-21,-51,33,18
29,-14,-47,75
27,-36,27,-73
-94,-3,-5,-59
-71,-13,-22,67
-84,-70,-64,-47
47,21,3,-9
34,-1,52,-92
57,-96,-79,-14
-86,-62,91,-69
95,-81,-51,13
-17,-98,-25,63
95,-40,-52,11
22,-85,-45,-79
-7,-60,-12,7
15,-26,-37,-13
32,-99,29,-65
-43,64,-58,-85
-5,10,-71,-31
-16,13,93,-50
-7,46,52,90
-11,-7,-25,62
-85,40,95,89
95,-29,-75,4
38,-30,-78,79
-88,-64,15,-57
-11,23,-94,58
52,-92,-79,18
29,87,-23,-77
-69,-40,75,-72
42,-67,-99,61
-84,-48,94,2
23,-59,69,-74
-77,77,-100,20
64,-18,-90,-86
-88,-45,42,1
-30,41,21,-25
-34,-14,58,76
42,49,-50,32
9,-2,17,-31
7,-19,-3,-24
43,91,-35,78
-51,89,80,3
-80,-14,-22,-94
-53,-92,-88,58
-5,70,-56,5
-13,-18,1,12
84,-58,-76,-60
55,62,-60,-19
-8,-62,38,6
88,-98,30,93
-6,51,54,-75
54,-31,90,-18
-58,-34,-64,-29
-65,-53,-52,-38
40,29,9,-35
-34,38,-90,76
-17,-64,-8,-18
-55,-61,-62,29
63,11,84,77
-45,-44,2,15
-42,39,22,55
28,52,-72,90
54,-27,-10,-40
11,79,84,2
-9,55,-57,24
-30,-4,59,-85
1,-83,-24,-39
-92,19,31,53
-4,-43,17,46
84,18,-35,0
33,-1,75,-80
75,-69,-86,-20
-50,54,-23,-23
-82,-70,-11,67
-83,44,38,-36
-31,-3,78,72
50,68,-66,-2
30,95,41,-20
-56,10,-29,-2
5,26,-22,-79
-7,73,-18,-49
-64,65,-87,46
-71,-24,67,-51
20,-24,-80,-57
-85,81,56,-76
-74,-92,17,-43
28,37,7,-35
45,-15,52,-10
-21,37,95,60
-10,66,35,-14
100,32,60,52
63,40,-83,77
-75,7,33,13
-32,57,48,75
-93,2,40,-16
6,-28,-27,47
93,51,-92,84
-93,-93,-36,-93
100,33,-72,-9
62,-65,96,10
-84,-11,-17,-51
26,29,27,-26
-11,8,-52,2
73,94,-59,-49
19,-38,-15,86
91,48,51,-77
89,-62,-28,54
95,98,-75,78
1,92,44,38
82,-69,19,-96
-91,10,15,-12
-55,-32,74,-13
-82,-1,42,27
-72,-50,73,-78
-78,97,-13,-94
-51,-63,61,-19
-66,-28,55,-1
46,-49,42,9
61,27,-37,96
-72,92,77,-72
32,-23,-68,-66
-76,-76,-94,-13
-62,-97,76,0
49,-5,43,-4
-23,-75,57,-90
59,30,-55,63
43,45,-89,75
-47,0,4,-46
-28,-49,-48,38
95,-64,16,-1
38,-43,-18,-63
-25,-74,42,-64
88,-64,70,51
-97,25,100,-91
6,85,-45,2
30,20,24,-26
-62,94,38,-34
-5,-73,11,51
-14,27,75,39
83,23,-41,-96
-53,26,65,-73
44,-89,-77,36
-39,4,30,16
96,23,18,-4
-82,31,25,26
-21,24,-3,87
-52,40,74,-65
82,-28,11,-93
-97,7,-31,39
6,-35,74,-2
-76,-33,100,-56
-68,-34,73,2
-70,98,83,35
91,-94,-37,-15
-83,-58,-88,-53
23,-8,67,71
-70,-47,-56,-44
17,40,81,-59
-17,78,12,-69
-81,-44,39,32
50,-52,44,-3
-97,-3,56,55
-38,15,-17,36
65,-29,4,-18
88,97,-89,71
59,-2,-100,-98
67,-47,-46,-97
-18,-87,95,-91
-66,-64,56,50
28,-99,-42,65
-16,-25,98,26
-80,63,2,33
7,-11,47,-8
-25,-39,100,-78
-13,-67,9,57
-36,16,89,-60
87,-82,-21,72
-64,49,-22,19
14,53,-18,50
90,52,20,2
49,-75,45,55
-93,50,-57,80
52,42,-100,50
53,24,-37,83
42,-52,68,86
-14,-74,69,-71
59,-7,17,-8
24,0,-23,-93
-69,-78,16,19
-86,-51,77,-64
42,15,-27,-75
-11,-42,42,-66
59,55,77,-83
-72,-42,-83,-47
57,76,68,73
56,31,5,32
20,33,89,-97
51,82,-69,49
-15,-81,-40,89
-65,-72,97,-72
-88,-96,48,-88
-48,61,-48,-26
-96,-1,79,-1
74,11,78,-12
28,92,-51,-39
22,65,87,85
-58,79,72,-20
42,-3,83,79
47,97,41,97
-16,88,0,33
77,-78,-50,-98
30,-34,80,-65
12,-56,-12,-63
-38,51,-71,-85
-97,-21,78,-52
8,46,75,-66
31,47,8,55
80,23,86,-97
83,38,-81,-84
55,43,-77,1
-40,-51,13,-23
50,-30,-68,34
-89,24,56,4
-100,-76,-82,27
17,45,91,-29
-30,43,29,-47
10,82,43,-38
36,49,-20,-76
2,61,22,64
-42,3,39,55
97,-59,-84,-82
-67,-62,-56,-23
80,-36,-99,33
-14,-62,-94,65
54,22,-19,-35
55,23,79,-67
-59,48,-76,-100
-3,76,8,97
83,24,50,-16
-16,-25,100,29
39,-52,-89,-43
88,-26,-21,-2
58,-69,-35,-36
16,-30,98,-59
78,4,-9,76
-27,43,45,-25
-75,-63,-92,68
12,-27,-63,-84
-12,-41,84,55
56,-69,62,-97
63,66,80,25
-100,35,-96,92
35,-41,-90,52
-5,35,-88,3
96,42,-57,79
-24,28,43,77
14,-73,25,-6
53,10,48,59
-23,47,89,-10
-64,22,-99,-23
-22,-15,88,-77
14,-82,-5,-27
-75,-18,68,94
-46,98,42,35
-20,75,34,33
45,-63,47,-55
-78,-57,-60,-74
90,80,-65,18
-46,59,87,-74
74,43,54,36
-6,-17,-6,47
68,62,-24,76
2,55,-63,-4
87,-60,-40,-30
78,82,-23,-97
-7,-34,58,3
12,-71,-98,-12
32,-73,-46,96
-24,43,47,88
9,11,-83,-7
35,13,33,26
-20,-3,19,-14
-54,10,-14,-37
12,-23,-73,-89
-7,11,13,31
15,32,-1,-51
-54,-45,-18,-40
-71,-56,-83,-91
-95,29,-87,0
61,7,-23,76
-14,14,-18,-42
55,21,-33,37
-55,35,99,88
-93,-66,68,-51
-52,-69,-35,-20
-69,-60,-33,82
33,-69,-94,31
46,-68,38,26
-4,74,-63,-25
-47,-70,33,19
19,50,-66,-37
6,-50,-47,-77
96,68,92,61
-95,13,63,-16
-4,25,72,12
34,-60,64,-60
68,-91,91,81
65,-27,-36,4
19,63,-50,1
-75,-26,81,51
-12,55,45,7
-56,-40,-49,-74
98,46,28,51
48,-12,-92,-33
14,-46,-32,-4
-91,90,10,23
-72,-14,-17,83
-71,10,-25,29
48,-78,17,-65
-85,60,-32,-50
-39,-48,-57,67
36,25,-8,91
65,-55,25,-12
8,85,80,82
-29,12,-50,-17
-58,-26,40,68
4,53,-50,69
-8,-91,-77,90
30,-45,24,54
73,-77,40,-95
26,-19,-50,-79
90,50,-27,-67
-64,14,-12,60
71,-65,65,26
-6,6,-97,53
-16,46,48,66
-36,4,12,-42
54,-10,87,-8
42,-96,46,87
-88,-62,-11,-55
-37,-50,96,93
-48,43,-61,65
85,20,79,74
18,1,80,26
-30,-17,76,-47
61,-73,59,24
-99,31,30,60
63,57,76,-72
-87,99,15,-68
98,-31,-13,-26
-78,52,60,-37
27,-78,-50,-64
-100,-21,5,-35
54,-13,96,-12
11,31,12,-67
-30,50,-19,45
97,-87,81,54
23,-52,59,-80
-33,92,-37,63
-9,41,37,43
-63,56,80,5
8,86,-83,72
-5,54,-24,-58
-48,-90,-62,75
11,3,37,43
19,-100,5,1
-1,-94,68,-71
-50,22,-16,-97
39,-53,-12,33
47,5,-8,-18
36,-20,72,14
-17,1,63,-49
0,18,-40,6
-98,4,-23,36
-1,92,-83,65
75,41,-14,-89
38,-11,-67,39
74,-14,-26,-3
-99,-98,47,-29
-82,88,61,-58
-86,90,-12,-52
-15,54,-99,87
35,-1,-68,37
8,99,-16,91
-13,70,3,11
51,-50,54,41
94,-6,-48,91
-78,94,45,65
-22,-34,16,47
-13,-77,-85,-79
-77,68,29,30
-62,55,34,48
1,25,43,-25
39,75,39,95
-94,-92,-4,45
-58,-98,-67,-82
30,15,95,22
75,-89,-43,-22
80,-3,-80,-68
84,-37,-69,95
6,-42,-84,-92
-42,60,30,18
-71,44,-32,-5
-74,-39,-40,59
61,-55,-92,87
-39,40,-29,-94
-11,-70,-93,6
-45,-21,83,-26
-94,-68,25,-38
-39,-88,-47,-96
-86,39,52,-37
56,18,-64,79
-51,-36,88,49
-16,-83,23,93
18,93,1,60
1,-14,-66,-50
36,36,34,-72
-70,46,-58,-62
-27,-70,-48,69
-7,20,22,42
-26,-67,-28,24
63,-78,-62,87
-6,-79,-2,35
-3,-88,-82,-42
-91,73,-28,73
49,-97,48,-50
-42,-18,-90,63
51,-42,-34,-33
-78,16,-21,-46
25,-15,51,90
53,-13,25,27
-72,16,70,-93
48,55,-51,10
-37,-97,84,33
93,-93,24,11
62,-72,-62,-49
-23,-6,78,96
-16,97,-41,-94
-62,-75,1,27
-57,28,-42,89
38,-85,-58,78
41,35,10,17
66,69,97,-12
61,-49,62,-81
89,48,21,-21
43,20,-20,-12
13,9,98,-96
51,17,-71,-95
43,82,12,-76
-80,10,-54,8
-100,-3,-12,-48
32,-73,2,6
3,6,26,-58
-79,-59,3,-49
1,-38,9,-70
-76,89,-5,5
78,-15,71,-41
-72,-13,-5,70
27,29,21,-67
-83,-60,-2,-66
7,-84,67,25
52,-32,80,-57
-62,-25,26,71
-42,-84,-87,-97
7,27,-41,-89
-25,87,99,31
18,-27,-70,76
-85,23,-29,-3
47,61,-74,-6
82,65,-10,-3
-89,45,34,-69
71,90,46,43
-57,-47,-75,82
68,80,13,-36
-70,46,74,77
75,60,49,-100
-10,-39,2,-85
-97,-5,-85,-76
-11,-71,-3,66
96,7,-82,-41
91,94,-39,-17
39,-2,-7,10
60,15,83,97
47,86,84,8
-9,10,33,35
-17,8,7,-41
-8,-99,-3,54
0,23,68,-43
9,-14,-100,-32
50,76,54,61
66,57,2,6
-75,55,-60,-78
26,-55,-44,-39
-54,-74,-25,-38
38,22,43,-3
1,-23,-26,-74
-38,-51,-13,30
69,-59,-22,-68
14,73,-49,30
-58,84,-4,26
-18,-76,-15,-78
-31,95,-87,-58
76,-36,-80,-22
35,-95,41,27
-68,100,-98,76
-14,37,73,-89
1,-63,-33,32
-32,49,91,83
-10,-31,-81,39
-41,-21,-87,37
88,-41,-54,80
-96,27,-66,-1
-92,24,83,53
-77,-75,-49,50
-74,-88,-48,-70
-74,-22,93,-91
38,7,-69,65
-73,-43,56,100
-29,21,-7,0
1,58,-18,-98
79,-53,-36,26
26,-36,-90,94
64,57,94,27
100,-23,-37,-36
73,80,99,29
-53,-77,25,95
43,-23,7,99
-47,-27,64,-31
68,43,12,-56
-59,-27,-14,29
97,-20,64,69
-64,95,53,-67
-83,77,-59,61
45,-59,-84,-60
-66,93,86,49
-62,56,-94,-17
48,88,-16,46
46,4,-64,-54
-74,-64,2,22
41,-65,-11,-100
38,-30,-84,44
65,-86,69,-17
-54,-59,-71,47
-58,-60,-50,6
-66,-89,68,85
-41,52,88,-76
93,6,-71,-78
-87,72,-45,-52
36,86,-1,-76
13,-11,8,39
46,-84,-76,67
97,76,-83,35
88,-42,41,4
-24,58,-79,43
37,93,-53,20
45,-96,-8,3
-86,36,-38,-21
-94,-83,-99,77
14,2,-76,37
24,26,36,99
37,-63,-19,98
-26,38,-24,37
89,82,75,-20
29,33,-38,-86
79,-72,-74,-13
-44,-51,7,95
78,10,-2,-56
59,-66,-41,78
-51,-43,60,-17
24,43,96,26
83,-32,41,20
45,54,98,-74
-36,67,36,49
27,22,7,39
-29,-79,13,77
-40,-80,83,-53
51,-26,-70,-94
12,76,-36,-60
-96,-74,-69,72
-58,27,52,24
-37,-22,-24,-81
54,6,48,8
51,-80,66,89
11,-40,77,8
22,-87,52,65
-27,-57,-93,19
-85,74,99,-90
-81,-23,32,-44
67,-74,-36,-14
56,66,-92,10
-81,60,1,60
77,98,-22,-59
-31,66,-97,57
77,-97,-14,-36
14,-49,-48,66
60,-55,36,94
-82,25,26,-70
-55,81,60,81
32,-64,76,75
85,7,-25,-71
42,-55,14,-4
-55,-10,67,-33
-88,-36,49,-77
99,18,-94,-61
11,-79,-7,-30
47,-79,66,-45
-89,78,49,57
80,19,58,-20
-50,-27,69,31
8,-96,-21,81
61,-76,-1,83
31,63,62,-52
-70,12,-93,99
53,-6,-55,69
-16,-51,-23,-16
-17,-74,-73,-3
56,29,-82,-100
-13,53,-44,-3
-26,-77,-6,-19
49,-49,-25,14
-56,70,-56,-96
-21,-16,-24,-88
-67,-5,83,0
46,56,-62,44
-90,97,-3,73
-96,-74,-19,54
-18,-93,58,77
-62,-17,15,71
50,-47,78,30
-17,-86,3,25
-62,19,19,71
55,-11,-64,76
44,-37,12,-71
-69,88,-25,-82
-41,23,92,-84
72,-42,-3,-24
43,11,31,-88
-57,-62,69,24
22,-1,-72,-74
-26,-17,-25,-28
-58,-5,97,42
36,-67,81,-64
52,-99,-29,-7
39,-4,-4,60
96,-83,-80,12
-34,-42,50,-99
0,8,-75,-8
-19,62,-26,54
75,58,-68,88
34,-57,-10,-38
-79,-54,73,66
-96,-87,93,-51
-55,55,-26,-59
64,40,-82,91
-63,-9,-99,-25
18,27,73,-14
-70,-59,83,-50
-77,-84,45,52
48,-19,-69,51
-96,48,88,-10
91,87,-5,25
87,-36,45,1
-11,-11,-28,20
46,-63,32,-81
-31,62,-78,-98
-89,58,46,71
-34,-81,-22,35
-67,-100,-39,69
-100,18,12,44
-25,-54,-3,97
-31,34,-88,78
61,44,-50,95
20,-48,-36,-63
-34,-6,66,1
-68,-84,-68,87
38,79,-49,-90
2,78,73,-34
91,23,-49,-22
31,64,-16,-71
-67,-59,34,36
33,-67,-11,8
97,-33,-5,75
-33,23,-30,-30
-84,32,-79,70
-22,95,21,-7
-89,85,-35,-75
-33,-39,34,-53
-65,-89,85,-69
64,-19,17,-56
-90,-89,-66,12
16,4,-29,-29
21,-33,-74,78
-93,-36,66,-100
14,-27,66,22
-88,56,19,-8
-25,69,37,-9
-33,77,-76,71
47,-83,-64,47
-50,45,-39,63
-19,81,30,23
-95,100,84,36
-95,24,67,-34
6,-49,-24,36
-6,1,-92,64
-49,-37,-85,-96
-18,-19,96,73
79,27,-15,-93
90,61,21,-3
-4,-19,97,41
19,-57,-69,-97
-72,28,-68,47
-61,80,76,-53
28,-80,-36,-72
-18,1,-70,-6
-54,55,-60,61
-82,79,59,-93
-16,91,-29,51
-82,-5,-9,79
-25,82,-34,96
43,-35,45,-87
96,-57,-22,47
-64,95,-79,86
45,67,-63,-49
16,39,38,89
-9,-58,13,-45
-5,95,28,-81
-68,100,-52,34
-23,-98,93,10
-14,-60,-42,74
-43,66,60,-70
44,40,100,63
19,-80,-18,5
-82,-40,-66,8
-3,-18,-38,-73
-23,68,52,68
-54,-74,11,42
-78,5,96,-91
29,48,49,42
2,-10,-26,70
36,-96,-16,84
-12,82,8,-47
-12,-39,66,17
-8,-33,88,4
-62,-51,-21,98
6,16,-22,96
67,38,98,33
9,-95,24,-24
3,-34,-71,-50
5,-18,65,55
41,-99,-63,-18
-99,51,53,91
-97,-34,-16,65
-31,70,-5,50
25,45,52,-34
3,-1,81,-64
-17,-37,42,-96
89,61,-47,-57
4,25,64,-92
-89,-1,22,-76
-39,74,77,-30
35,99,-70,-12
-4,-49,-68,96
-19,49,81,-92
95,-8,35,90
-93,-64,-77,28
-11,-22,-22,58
-89,11,86,57
42,-60,-33,5
43,-70,-66,80
67,-26,-72,62
59,-14,-3,-56
-47,-79,20,90
8,1,6,93
-89,9,17,-8
-36,89,30,-4
43,-19,-4,-60
7,-13,73,2
-67,82,-2,41
-84,-8,-70,53
-98,-90,48,-53
-40,10,-54,69
-42,49,97,-47
-90,29,82,49
52,32,-80,70
-27,94,64,82
-29,30,60,-42
66,-8,-61,76
85,-55,19,90
86,100,-82,-97
-23,66,-17,-9
-7,-3,45,-36
-59,2,-84,-88
0,5,91,98
-28,-5,88,-55
-42,34,40,-3
60,59,-81,-62
28,19,-2,84
32,76,-96,26
0,-67,26,-54
6,-15,66,-89
17,65,30,45
-88,-53,-88,-62
11,71,70,35
-73,98,8,58
-58,2,69,60
21,85,73,-76
22,8,-75,29
-80,21,53,-21
-80,31,-11,-78
27,83,85,79
-50,-71,-21,85
8,11,-6,94
-99,-96,-24,52
31,-15,96,42
-31,29,95,-66
79,20,74,52
-98,-5,-95,20
-9,-79,39,-42
37,99,-15,4
-53,65,2,-49
-54,31,-5,6
0,87,-19,37
41,-74,-62,39
86,10,63,35
-20,55,-75,-3
-46,81,-96,43
54,-39,-69,-60
86,-73,-68,-43
61,48,-96,48
54,47,-51,-72
63,-30,25,-47
93,-76,27,41
4,-53,92,-73
54,-63,-44,-80
-73,68,84,-7
-77,-91,5,-85
38,22,58,4
-59,83,-62,8
4,35,-46,38
41,-80,-74,98
-85,-36,94,-43
-92,-82,-61,-54
-31,100,-23,60
-78,32,11,13
11,-21,81,-40
36,28,46,-38
60,-44,-83,88
-45,24,-95,-7
73,27,-82,18
-39,69,-72,33
-26,-16,-45,38
68,30,41,38
7,4,23,-74
45,21,68,-59
97,22,72,29
-77,-19,78,-79
-56,89,-55,86
89,48,-6,-27
-74,-8,1,-96
-88,-91,21,47
3,70,48,-62
59,-43,-35,49
13,-86,-51,41
-16,-94,-49,42
-81,10,12,-95
-22,36,0,-47
-78,-52,49,-76
25,24,-54,1
71,73,66,-61
35,-47,67,-48
57,40,7,-37
-25,-76,-81,-72
-49,-9,21,-52
-30,20,12,-96
15,-100,72,-77
18,43,-13,-76
-66,88,25,-98
26,-94,30,-80
-32,-52,53,-96
69,35,7,71
-54,-38,9,13
-47,-31,-71,69
14,-70,2,-35
93,-94,71,-6
28,58,-79,65
-40,-37,64,-19
-46,-8,-44,72
73,34,19,-41
-53,-31,-26,70
57,54,-90,-12
40,2,-29,35
13,64,41,-43
81,14,-85,44
79,76,-19,-13
97,68,72,100
-43,-93,68,-43
85,71,8,95
-12,35,86,-48
55,-51,60,88
-67,79,35,-12
59,58,13,-14
-78,30,-90,31
28,49,76,38
93,-79,-34,-86
22,-1,29,46
12,76,-20,93
83,31,-24,5
-79,100,47,-56
-83,-22,-36,22
-38,2,100,37
81,-64,-53,-12
74,30,-55,45
53,-72,30,60
-92,54,18,5
-26,92,85,2
95,-19,25,88
29,14,-94,-56
-69,-42,-1,17
-64,81,32,97
-62,87,-3,-12
60,-25,-60,-93
-15,-14,-10,-21
-38,33,18,42
61,62,15,34
-27,56,79,10
-86,-8,-50,42
18,-8,7,29
-92,-92,32,96
0,81,95,-4
-24,21,66,22
28,-2,28,42
46,56,-13,59
65,48,-9,-21
58,-39,46,94
68,94,98,-20
-97,-73,80,79
-5,-15,-81,-72
91,-88,-1,34
-94,-29,29,8
-4,0,7,37
-80,93,-81,18
22,84,91,73
25,79,79,-52
91,91,7,66
63,89,16,74
72,-90,-37,-58
11,90,-70,53
49,84,25,-91
10,-53,64,-41
